segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
24,frame_002607.jpg,frame_002716.jpg,110,0.004363,0.114772,0.003271,0.755854,0.01,0.034431,12.92129309,77.527925,longitudinal_crack,low,0,0.02027,monitor,24
33,frame_003787.jpg,frame_003931.jpg,145,0.006564,0.096151,0.016213,0.710632,0.05,0.028845,12.92142197,77.52885412,pothole,low,0,0.019017,monitor,25
25,frame_002717.jpg,frame_002819.jpg,103,0.00276,0.085864,0.004393,0.910627,0.02,0.025759,12.92126496,77.52804652,pothole,low,0,0.014812,monitor,26
4,frame_000694.jpg,frame_000774.jpg,81,0.005868,0.069192,0.026962,0.678314,0.1,0.020758,12.91914701,77.52741442,pothole,low,0,0.014486,monitor,27
13,frame_001493.jpg,frame_001595.jpg,103,0.00216,0.055485,0.010364,0.888759,0.04,0.016646,12.92033531,77.52717533,longitudinal_crack,low,0,0.009835,monitor,28
34,frame_003932.jpg,frame_003989.jpg,58,0.003631,0.044294,0.028098,0.674833,0.07,0.013288,12.92138519,77.52894472,pothole,low,0,0.009186,monitor,29
10,frame_001180.jpg,frame_001267.jpg,88,0.001253,0.037483,0.003043,0.909565,0.01,0.011245,12.91993739,77.52723779,pothole,low,0,0.0065,monitor,30
31,frame_003544.jpg,frame_003657.jpg,114,0.001053,0.035822,0.003534,0.959891,0.01,0.010747,12.92152018,77.5285938,pothole,low,0,0.00611,monitor,31
3,frame_000614.jpg,frame_000693.jpg,80,0.001508,0.031504,0.007162,0.632574,0.03,0.009451,12.91901232,77.52742279,pothole,low,0,0.005781,monitor,32
29,frame_003231.jpg,frame_003367.jpg,137,0.0,0.0,0.0,0.77522,0.0,0.0,12.92139298,77.52842642,none,low,0,0.0,monitor,33
15,frame_001721.jpg,frame_001802.jpg,82,0.0,0.0,0.0,0.853128,0.0,0.0,12.92059676,77.52719848,none,low,0,0.0,monitor,33
9,frame_001096.jpg,frame_001179.jpg,84,0.0,0.0,0.0,0.951083,0.0,0.0,12.9198055,77.52727821,none,low,0,0.0,monitor,33
