segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
9,frame_000834.jpg,frame_000910.jpg,77,0.165211,0.573094,0.244831,0.999217,1.09,0.171928,12.91484048,77.51846926,pothole,low,1,0.351612,schedule,1
21,frame_001667.jpg,frame_001784.jpg,118,0.056763,0.433344,0.059818,0.993292,0.16,0.130003,12.9150329,77.51682559,longitudinal_crack,low,0,0.104736,monitor,2
5,frame_000504.jpg,frame_000588.jpg,85,0.062719,0.392641,0.140196,0.979613,0.46,0.117792,12.91477584,77.5190193,pothole,low,0,0.102799,monitor,3
23,frame_001861.jpg,frame_001927.jpg,67,0.057207,0.409051,0.067619,0.971882,0.31,0.122715,12.91507668,77.51654908,pothole,low,0,0.101403,monitor,4
20,frame_001583.jpg,frame_001666.jpg,84,0.0459,0.409415,0.04962,0.996155,0.17,0.122825,12.91500882,77.51695213,transverse_crack,low,0,0.093542,monitor,5
24,frame_001928.jpg,frame_001995.jpg,68,0.052365,0.349288,0.121268,0.997215,0.32,0.104786,12.9150951,77.51641208,pothole,low,0,0.089049,monitor,6
7,frame_000672.jpg,frame_000753.jpg,82,0.048737,0.264596,0.199693,0.998689,0.37,0.079379,12.91480546,77.51874338,pothole,low,0,0.073805,monitor,7
8,frame_000754.jpg,frame_000833.jpg,80,0.021136,0.256733,0.022675,0.985091,0.07,0.07702,12.91482157,77.5186077,transverse_crack,low,0,0.053305,monitor,8
2,frame_000286.jpg,frame_000349.jpg,64,0.022014,0.245912,0.032258,0.997498,0.09,0.073774,12.91473248,77.51943236,pothole,low,0,0.052297,monitor,9
6,frame_000589.jpg,frame_000671.jpg,83,0.0224,0.229222,0.072878,0.994136,0.19,0.068767,12.91479175,77.51888271,pothole,low,0,0.050063,monitor,10
31,frame_002336.jpg,frame_002384.jpg,49,0.014923,0.241137,0.011106,1.0,0.04,0.072341,12.91523355,77.51545457,transverse_crack,low,0,0.046617,monitor,11
30,frame_002286.jpg,frame_002335.jpg,50,0.014628,0.238088,0.011856,0.996666,0.04,0.071426,12.91521337,77.51559261,longitudinal_crack,low,0,0.045953,monitor,12
22,frame_001785.jpg,frame_001860.jpg,76,0.01909,0.19948,0.032816,0.992018,0.09,0.059844,12.91505273,77.51668934,pothole,low,0,0.043285,monitor,13
42,frame_002997.jpg,frame_003079.jpg,83,0.022491,0.176747,0.091988,0.857072,0.13,0.053024,12.91542802,77.51394263,pothole,low,0,0.042256,monitor,14
19,frame_001510.jpg,frame_001582.jpg,73,0.011018,0.19793,0.011566,0.992137,0.04,0.059379,12.91498892,77.51709788,longitudinal_crack,low,0,0.037402,monitor,15
43,frame_003080.jpg,frame_003175.jpg,96,0.015915,0.162239,0.04051,0.956826,0.1,0.048672,12.91544246,77.51382098,pothole,low,0,0.035476,monitor,16
0,frame_000000.jpg,frame_000218.jpg,219,0.007,0.182784,0.005124,0.982855,0.02,0.054835,12.91471597,77.51975033,pothole,low,0,0.032318,monitor,17
4,frame_000421.jpg,frame_000503.jpg,83,0.00906,0.147422,0.019534,1.0,0.06,0.044227,12.91476283,77.51915595,pothole,low,0,0.028455,monitor,18
