segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
11,frame_000988.jpg,frame_001055.jpg,68,0.012405,0.109214,0.051506,0.994456,0.13,0.032764,12.91487278,77.51819692,pothole,low,0,0.025066,monitor,19
41,frame_002927.jpg,frame_002996.jpg,70,0.00731,0.12995,0.017865,0.984171,0.06,0.038985,12.9154135,77.51408477,pothole,low,0,0.024609,monitor,20
25,frame_001996.jpg,frame_002066.jpg,71,0.005083,0.139529,0.003602,0.984187,0.01,0.041859,12.91511306,77.51627659,longitudinal_crack,low,0,0.024487,monitor,21
28,frame_002184.jpg,frame_002234.jpg,51,0.001778,0.041914,0.005548,1.0,0.02,0.012574,12.91516467,77.51586438,pothole,low,0,0.007532,monitor,22
1,frame_000219.jpg,frame_000285.jpg,67,0.00101,0.027958,0.003751,0.968525,0.01,0.008387,12.91472232,77.51957159,pothole,low,0,0.004901,monitor,23
18,frame_001425.jpg,frame_001509.jpg,85,0.000686,0.026379,0.002881,0.980513,0.01,0.007914,12.91497338,77.51723022,pothole,low,0,0.004437,monitor,24
15,frame_001246.jpg,frame_001304.jpg,59,0.0,0.0,0.0,0.984219,0.0,0.0,12.91492074,77.51764386,none,low,0,0.0,monitor,25
14,frame_001184.jpg,frame_001245.jpg,62,0.0,0.0,0.0,1.0,0.0,0.0,12.9149146,77.51778255,none,low,0,0.0,monitor,25
13,frame_001120.jpg,frame_001183.jpg,64,0.0,0.0,0.0,0.999569,0.0,0.0,12.91490492,77.51792113,none,low,0,0.0,monitor,25
16,frame_001305.jpg,frame_001363.jpg,59,0.0,0.0,0.0,0.947863,0.0,0.0,12.914936,77.51750636,none,low,0,0.0,monitor,25
17,frame_001364.jpg,frame_001424.jpg,61,0.0,0.0,0.0,0.995302,0.0,0.0,12.91495511,77.51736809,none,low,0,0.0,monitor,25
3,frame_000350.jpg,frame_000420.jpg,71,0.0,0.0,0.0,0.995156,0.0,0.0,12.91474843,77.51929342,none,low,0,0.0,monitor,25
10,frame_000911.jpg,frame_000987.jpg,77,0.0,0.0,0.0,0.983108,0.0,0.0,12.91485677,77.51833168,none,low,0,0.0,monitor,25
12,frame_001056.jpg,frame_001119.jpg,64,0.0,0.0,0.0,0.975197,0.0,0.0,12.91488858,77.51805842,none,low,0,0.0,monitor,25
29,frame_002235.jpg,frame_002285.jpg,51,0.0,0.0,0.0,0.995925,0.0,0.0,12.91518894,77.51572917,none,low,0,0.0,monitor,25
27,frame_002128.jpg,frame_002183.jpg,56,0.0,0.0,0.0,0.998177,0.0,0.0,12.91514435,77.51600244,none,low,0,0.0,monitor,25
26,frame_002067.jpg,frame_002127.jpg,61,0.0,0.0,0.0,0.98507,0.0,0.0,12.91512778,77.51613998,none,low,0,0.0,monitor,25
32,frame_002385.jpg,frame_002436.jpg,52,0.0,0.0,0.0,1.0,0.0,0.0,12.91525343,77.51531771,none,low,0,0.0,monitor,25
36,frame_002596.jpg,frame_002653.jpg,58,0.0,0.0,0.0,0.997883,0.0,0.0,12.91531685,77.5147677,none,low,0,0.0,monitor,25
33,frame_002437.jpg,frame_002488.jpg,52,0.0,0.0,0.0,1.0,0.0,0.0,12.9152734,77.51518097,none,low,0,0.0,monitor,25
34,frame_002489.jpg,frame_002540.jpg,52,0.0,0.0,0.0,1.0,0.0,0.0,12.91528898,77.51504349,none,low,0,0.0,monitor,25
35,frame_002541.jpg,frame_002595.jpg,55,0.0,0.0,0.0,0.997993,0.0,0.0,12.9153015,77.51490408,none,low,0,0.0,monitor,25
39,frame_002778.jpg,frame_002850.jpg,73,0.0,0.0,0.0,0.869711,0.0,0.0,12.91537962,77.51435909,none,low,0,0.0,monitor,25
38,frame_002714.jpg,frame_002777.jpg,64,0.0,0.0,0.0,0.785587,0.0,0.0,12.91535446,77.51449245,none,low,0,0.0,monitor,25
37,frame_002654.jpg,frame_002713.jpg,60,0.0,0.0,0.0,0.9651,0.0,0.0,12.91533302,77.51463027,none,low,0,0.0,monitor,25
40,frame_002851.jpg,frame_002926.jpg,76,0.0,0.0,0.0,0.99443,0.0,0.0,12.91539704,77.51422285,none,low,0,0.0,monitor,25
