frame,num_detections,total_bbox_area_ratio,mean_bbox_area_ratio,max_bbox_area_ratio,total_crack_length_px,mean_crack_length_px,damage_density,mean_confidence,mean_uncertainty,severity_score,class_counts,blur_score,brightness_score,motion_score,reliability,video,lat,lon,ele,speed_kmh,heading,gps_distance_m
frame_000000.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.143,1.0,1.0,0.5715,14,12.93920565,77.55095766,805.2,0.0,162.0,0.0
frame_000001.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.1057,1.0,1.0,0.5529,14,12.93920565,77.55095766,805.2,0.0,162.0,0.0
frame_000002.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0588,1.0,1.0,0.5294,14,12.93920564,77.55095766,805.2,0.0,162.0,0.0
frame_000003.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0544,1.0,1.0,0.5272,14,12.93920564,77.55095766,805.2,0.0,162.0,0.0
frame_000004.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0731,1.0,1.0,0.5365,14,12.93920564,77.55095766,805.2,0.01,162.0,0.0
frame_000005.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0708,1.0,1.0,0.5354,14,12.93920564,77.55095766,805.2,0.01,162.0,0.0
frame_000006.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0778,1.0,1.0,0.5389,14,12.93920563,77.55095767,805.2,0.01,162.0,0.0
frame_000007.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0654,1.0,1.0,0.5327,14,12.93920563,77.55095767,805.2,0.01,162.0,0.0
frame_000008.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0703,1.0,1.0,0.5351,14,12.93920563,77.55095767,805.2,0.01,162.0,0.0
frame_000009.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0913,1.0,1.0,0.5456,14,12.93920562,77.55095767,805.2,0.01,162.0,0.0
