segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
1,frame_000350.jpg,frame_000472.jpg,123,0.153607,0.515271,0.3098,0.91228,1.38,0.154581,12.93745461,77.54470504,pothole,low,1,0.334816,schedule,1
12,frame_001409.jpg,frame_001489.jpg,81,0.10474,0.560242,0.163714,0.721659,0.64,0.168073,12.9388726,77.54510066,pothole,low,1,0.307354,schedule,2
11,frame_001312.jpg,frame_001408.jpg,97,0.081432,0.563202,0.09404,0.695984,0.63,0.168961,12.93872873,77.54508212,pothole,low,1,0.291483,monitor,3
7,frame_000943.jpg,frame_001030.jpg,88,0.096961,0.359456,0.301992,0.78796,0.7,0.107837,12.93822833,77.54495471,pothole,low,0,0.121791,monitor,4
3,frame_000599.jpg,frame_000694.jpg,96,0.056586,0.389154,0.207394,0.957611,0.39,0.116746,12.9377123,77.54478879,pothole,low,0,0.097983,monitor,5
18,frame_001911.jpg,frame_001955.jpg,45,0.045384,0.302091,0.084948,0.988713,0.24,0.090627,12.93963698,77.54520627,pothole,low,0,0.077082,monitor,6
6,frame_000862.jpg,frame_000942.jpg,81,0.038356,0.270371,0.107935,0.833719,0.22,0.081111,12.9381017,77.54491198,pothole,low,0,0.067405,monitor,7
8,frame_001031.jpg,frame_001124.jpg,94,0.035683,0.277486,0.070585,0.792935,0.19,0.083246,12.93835514,77.54496989,pothole,low,0,0.066601,monitor,8
9,frame_001125.jpg,frame_001218.jpg,94,0.027671,0.223818,0.051532,0.744382,0.19,0.067145,12.93847779,77.54500653,pothole,low,0,0.052942,monitor,9
10,frame_001219.jpg,frame_001311.jpg,93,0.011574,0.151979,0.032912,0.698257,0.1,0.045594,12.93861306,77.54505289,pothole,low,0,0.030899,monitor,10
13,frame_001490.jpg,frame_001583.jpg,94,0.010027,0.155195,0.021563,0.837459,0.05,0.046559,12.9390012,77.54512102,pothole,low,0,0.030298,monitor,11
14,frame_001584.jpg,frame_001672.jpg,89,0.009489,0.125523,0.022526,0.83419,0.07,0.037657,12.93913556,77.54514781,pothole,low,0,0.025471,monitor,12
17,frame_001825.jpg,frame_001910.jpg,86,0.005884,0.078328,0.019783,0.927923,0.06,0.023499,12.93953667,77.54519573,pothole,low,0,0.015868,monitor,13
0,frame_000000.jpg,frame_000349.jpg,350,0.003624,0.075314,0.008165,0.949302,0.03,0.022594,12.93729655,77.54463698,pothole,low,0,0.013834,monitor,14
2,frame_000473.jpg,frame_000598.jpg,126,0.003262,0.045351,0.018444,0.923597,0.05,0.013605,12.93758392,77.5447508,pothole,low,0,0.009086,monitor,15
5,frame_000782.jpg,frame_000861.jpg,80,0.00129,0.033309,0.005938,0.871695,0.01,0.009993,12.93797216,77.54486966,pothole,low,0,0.005899,monitor,16
15,frame_001673.jpg,frame_001751.jpg,79,0.0,0.0,0.0,0.930216,0.0,0.0,12.93926759,77.54517102,none,low,0,0.0,monitor,17
4,frame_000695.jpg,frame_000781.jpg,87,0.0,0.0,0.0,0.981161,0.0,0.0,12.93784332,77.54483329,none,low,0,0.0,monitor,17
16,frame_001752.jpg,frame_001824.jpg,73,0.0,0.0,0.0,0.873414,0.0,0.0,12.93940414,77.54518944,none,low,0,0.0,monitor,17
