frame,num_detections,total_bbox_area_ratio,mean_bbox_area_ratio,max_bbox_area_ratio,total_crack_length_px,mean_crack_length_px,damage_density,mean_confidence,mean_uncertainty,severity_score,class_counts,blur_score,brightness_score,motion_score,reliability,video,lat,lon,ele,speed_kmh,heading,gps_distance_m
frame_000000.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,15,12.93428152,77.54493916,785.63,0.0,12.48,0.0
frame_000001.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,15,12.93428211,77.54493929,785.62,0.24,12.48,0.07
frame_000002.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9693,1.0,1.0,0.9846,15,12.9342827,77.54493943,785.6,0.48,12.48,0.13
frame_000003.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9219,1.0,1.0,0.961,15,12.93428329,77.54493956,785.58,0.73,12.48,0.2
frame_000004.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9993,1.0,1.0,0.9997,15,12.93428388,77.5449397,785.56,0.97,12.48,0.27
frame_000005.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9084,1.0,1.0,0.9542,15,12.93428447,77.54493983,785.55,1.21,12.48,0.34
frame_000006.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8644,1.0,1.0,0.9322,15,12.93428506,77.54493996,785.53,1.45,12.48,0.4
frame_000007.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9019,1.0,1.0,0.9509,15,12.93428565,77.5449401,785.51,1.69,12.48,0.47
frame_000008.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9587,1.0,1.0,0.9794,15,12.93428624,77.54494023,785.49,1.93,12.48,0.54
frame_000009.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9454,1.0,1.0,0.9727,15,12.93428683,77.54494037,785.48,2.18,12.48,0.6
frame_000010.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9408,1.0,1.0,0.9704,15,12.93428742,77.5449405,785.46,2.42,12.48,0.67
frame_000011.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9705,1.0,1.0,0.9853,15,12.93428801,77.54494063,785.44,2.66,12.48,0.74
frame_000012.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,15,12.9342886,77.54494077,785.42,2.9,12.48,0.81
frame_000013.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,15,12.93428919,77.5449409,785.41,3.14,12.48,0.87
frame_000014.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9762,1.0,1.0,0.9881,15,12.93428978,77.54494104,785.39,3.38,12.48,0.94
frame_000015.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9677,1.0,1.0,0.9838,15,12.93429037,77.54494117,785.37,3.63,12.48,1.01
