segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
46,frame_003342.jpg,frame_003435.jpg,94,0.301879,0.853973,0.325656,0.955929,0.68,0.256192,12.91485851,77.52045976,alligator_crack,medium,1,0.489411,schedule,1
45,frame_003208.jpg,frame_003341.jpg,134,0.132195,0.586445,0.270103,0.99623,0.77,0.175933,12.91484127,77.52031176,pothole,low,1,0.330503,schedule,2
92,frame_007209.jpg,frame_007224.jpg,16,0.113645,0.628521,0.075459,0.633106,0.25,0.188556,12.91416904,77.52662375,alligator_crack,low,1,0.32383,schedule,3
70,frame_005630.jpg,frame_005693.jpg,64,0.117856,0.579911,0.120169,0.755094,0.39,0.173973,12.91455698,77.52370885,longitudinal_crack,low,1,0.319486,schedule,4
71,frame_005694.jpg,frame_005754.jpg,61,0.117866,0.575402,0.137271,0.854193,0.43,0.172621,12.91450333,77.52383284,longitudinal_crack,low,1,0.318816,schedule,5
86,frame_006683.jpg,frame_006779.jpg,97,0.088468,0.52749,0.092727,0.942151,0.24,0.158247,12.91426751,77.52586362,longitudinal_crack,low,1,0.291051,monitor,6
37,frame_002679.jpg,frame_002733.jpg,55,0.108089,0.449287,0.266471,0.973893,0.95,0.134786,12.91482274,77.5192136,pothole,low,0,0.143055,monitor,7
36,frame_002622.jpg,frame_002678.jpg,57,0.078363,0.370537,0.177003,0.968377,0.47,0.111161,12.91484296,77.51907746,pothole,low,0,0.110435,monitor,8
39,frame_002793.jpg,frame_002858.jpg,66,0.049301,0.479292,0.04609,0.979795,0.12,0.143788,12.91480844,77.51949172,alligator_crack,low,0,0.106404,monitor,9
35,frame_002566.jpg,frame_002621.jpg,56,0.061977,0.324687,0.142287,0.894843,0.41,0.097406,12.91486223,77.5189409,pothole,low,0,0.092087,monitor,10
47,frame_003436.jpg,frame_004320.jpg,885,0.038545,0.413716,0.041731,0.904561,0.12,0.124115,12.91487994,77.52060935,pothole,low,0,0.089039,monitor,11
33,frame_002445.jpg,frame_002507.jpg,63,0.043349,0.379479,0.047626,0.754729,0.16,0.113844,12.91489033,77.51866454,pothole,low,0,0.087266,monitor,12
88,frame_006870.jpg,frame_006978.jpg,109,0.032765,0.386019,0.044838,0.900782,0.07,0.115806,12.91426989,77.52613224,alligator_crack,low,0,0.080838,monitor,13
0,frame_000000.jpg,frame_000346.jpg,347,0.034133,0.292879,0.093133,0.992039,0.17,0.087864,12.91552257,77.51410864,pothole,low,0,0.067825,monitor,14
2,frame_000456.jpg,frame_000528.jpg,73,0.026499,0.31677,0.024695,0.95809,0.07,0.095031,12.91546912,77.51441604,longitudinal_crack,low,0,0.066065,monitor,15
19,frame_001443.jpg,frame_001515.jpg,73,0.02756,0.309615,0.020453,0.881436,0.07,0.092885,12.91513536,77.51675511,longitudinal_crack,low,0,0.065734,monitor,16
49,frame_004419.jpg,frame_004489.jpg,71,0.031586,0.272725,0.083964,0.86421,0.15,0.081817,12.91489606,77.52084944,pothole,low,0,0.063019,monitor,17
62,frame_005113.jpg,frame_005163.jpg,51,0.035864,0.209246,0.140023,0.765467,0.35,0.062774,12.91484364,77.5226482,pothole,low,0,0.056492,monitor,18
43,frame_003042.jpg,frame_003102.jpg,61,0.014515,0.285208,0.009783,0.657039,0.07,0.085563,12.91482733,77.52004465,pothole,low,0,0.052942,monitor,19
6,frame_000707.jpg,frame_000763.jpg,57,0.016812,0.265375,0.010804,0.882323,0.04,0.079612,12.91538019,77.51496553,pothole,low,0,0.051575,monitor,20
56,frame_004806.jpg,frame_004848.jpg,43,0.010355,0.225569,0.00764,0.978395,0.05,0.067671,12.9148935,77.52181789,pothole,low,0,0.041084,monitor,21
