segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
3,frame_000273.jpg,frame_000348.jpg,76,0.269564,0.63404,0.330233,0.886975,1.13,0.190212,12.92287281,77.54025202,pothole,medium,1,0.433801,schedule,1
1,frame_000101.jpg,frame_000189.jpg,89,0.178036,0.650837,0.214728,0.796633,0.64,0.195251,12.9226019,77.54022296,longitudinal_crack,low,1,0.372251,schedule,2
0,frame_000000.jpg,frame_000100.jpg,101,0.153708,0.620711,0.195253,0.831322,0.64,0.186213,12.9224664,77.54020431,alligator_crack,low,1,0.350702,schedule,3
6,frame_000576.jpg,frame_000664.jpg,89,0.1716,0.508166,0.422964,0.947097,1.69,0.15245,12.92324303,77.54038937,pothole,low,1,0.346345,schedule,4
10,frame_000906.jpg,frame_000988.jpg,83,0.144071,0.55679,0.209344,0.958694,0.87,0.167037,12.92377662,77.54045662,pothole,low,1,0.334368,schedule,5
5,frame_000459.jpg,frame_000575.jpg,117,0.154721,0.470561,0.341647,0.836655,1.22,0.141168,12.92311021,77.54034889,pothole,low,0,0.178889,monitor,6
4,frame_000349.jpg,frame_000458.jpg,110,0.085574,0.489425,0.128928,0.880594,0.37,0.146828,12.92300842,77.54028336,pothole,low,0,0.133316,monitor,7
8,frame_000751.jpg,frame_000835.jpg,85,0.073652,0.388545,0.184255,0.953609,0.62,0.116563,12.92350352,77.54042694,pothole,low,0,0.109838,monitor,8
2,frame_000190.jpg,frame_000272.jpg,83,0.056612,0.440048,0.054259,0.781695,0.17,0.132014,12.92273366,77.54023834,transverse_crack,low,0,0.105636,monitor,9
9,frame_000836.jpg,frame_000905.jpg,70,0.035641,0.136737,0.227122,0.969807,0.46,0.041021,12.92364221,77.54044485,pothole,low,0,0.045459,monitor,10
7,frame_000665.jpg,frame_000750.jpg,86,0.001553,0.032494,0.006665,0.950795,0.02,0.009748,12.92337502,77.54040188,pothole,low,0,0.005961,monitor,11
11,frame_000989.jpg,frame_001056.jpg,68,0.0,0.0,0.0,0.944785,0.0,0.0,12.92389651,77.54046925,none,low,0,0.0,monitor,12
