frame,num_detections,total_bbox_area_ratio,mean_bbox_area_ratio,max_bbox_area_ratio,total_crack_length_px,mean_crack_length_px,damage_density,mean_confidence,mean_uncertainty,severity_score,class_counts,blur_score,brightness_score,motion_score,reliability,video,lat,lon,ele,speed_kmh,heading,gps_distance_m
frame_000000.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8632,0.9726,33,12.92240287,77.54019108,762.56,0.0,14.67,0.0
frame_000001.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8364,0.9673,33,12.92240406,77.5401914,762.54,0.49,14.67,0.14
frame_000002.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9851,1.0,0.8256,0.9577,33,12.92240524,77.54019172,762.52,0.98,14.67,0.27
frame_000003.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8285,0.9657,33,12.92240643,77.54019204,762.5,1.47,14.67,0.41
frame_000004.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8398,0.968,33,12.92240761,77.54019235,762.48,1.96,14.67,0.55
frame_000005.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8324,0.9665,33,12.9224088,77.54019267,762.46,2.45,14.67,0.68
frame_000006.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8087,0.9617,33,12.92240998,77.54019299,762.44,2.94,14.67,0.82
frame_000007.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8229,0.9646,33,12.92241117,77.54019331,762.42,3.43,14.67,0.95
frame_000008.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.8257,0.9651,33,12.92241235,77.54019363,762.4,3.92,14.67,1.09
frame_000009.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.786,0.9572,33,12.92241354,77.54019395,762.38,4.41,14.67,1.23
frame_000010.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8207,1.0,0.7505,0.8605,33,12.92241472,77.54019426,762.36,4.91,14.67,1.36
frame_000011.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.6489,1.0,0.7319,0.7708,33,12.92241591,77.54019458,762.34,5.4,14.67,1.5
frame_000012.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.6725,1.0,0.7096,0.7782,33,12.9224171,77.5401949,762.33,5.89,14.67,1.64
frame_000013.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7511,1.0,0.7039,0.8163,33,12.92241828,77.54019522,762.31,6.38,14.67,1.77
frame_000014.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.902,1.0,0.7062,0.8923,33,12.92241947,77.54019554,762.29,6.87,14.67,1.91
frame_000015.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9959,1.0,0.6922,0.9364,33,12.92242065,77.54019586,762.27,7.36,14.67,2.04
frame_000016.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9213,1.0,0.668,0.8943,33,12.92242184,77.54019618,762.25,7.85,14.67,2.18
frame_000017.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.5759,1.0,0.6553,0.719,33,12.92242302,77.54019649,762.23,8.34,14.67,2.32
frame_000018.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.4639,1.0,0.6475,0.6614,33,12.92242421,77.54019681,762.21,8.83,14.67,2.45
frame_000019.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.688,1.0,0.6208,0.7682,33,12.92242539,77.54019713,762.19,9.32,14.67,2.59
frame_000020.jpg,1,0.016005,0.016005,0.016005,271.28,271.28,0.004787,0.265137,0.0,0.138637,"{""pothole"": 1}",0.7613,1.0,0.6215,0.8049,33,12.92242658,77.54019745,762.17,9.81,14.67,2.73
frame_000021.jpg,1,0.017279,0.017279,0.017279,271.31,271.31,0.004787,0.38208,0.0,0.139225,"{""pothole"": 1}",0.6771,1.0,0.5849,0.7555,33,12.92242777,77.54019777,762.15,10.3,14.67,2.86
frame_000022.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.6365,1.0,0.5883,0.7359,33,12.92242895,77.54019809,762.13,10.79,14.67,3.0
frame_000023.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8455,1.0,0.5994,0.8426,33,12.92243014,77.54019841,762.11,11.28,14.67,3.13
frame_000024.jpg,1,0.058065,0.058065,0.058065,24391.0,24391.0,0.004787,0.257568,0.0,0.376177,"{""longitudinal_crack"": 1}",0.8363,1.0,0.637,0.8455,33,12.92243132,77.54019872,762.09,11.77,14.67,3.27
frame_000025.jpg,1,0.066829,0.066829,0.066829,20326.0,20326.0,0.004787,0.529297,0.0,0.380121,"{""longitudinal_crack"": 1}",0.2927,1.0,0.6795,0.5822,33,12.92243251,77.54019904,762.07,12.26,14.67,3.41
frame_000026.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.2131,1.0,0.7053,0.5476,33,12.92243369,77.54019936,762.05,12.75,14.67,3.54
frame_000027.jpg,1,0.063435,0.063435,0.063435,22967.0,22967.0,0.004787,0.715332,0.0,0.378594,"{""longitudinal_crack"": 1}",0.3488,1.0,0.6592,0.6062,33,12.92243488,77.54019968,762.03,13.24,14.67,3.68
frame_000028.jpg,1,0.065739,0.065739,0.065739,23345.0,23345.0,0.004787,0.733887,0.0,0.379631,"{""longitudinal_crack"": 1}",0.7764,1.0,0.5954,0.8073,33,12.92243606,77.5402,762.02,13.74,14.67,3.82
frame_000029.jpg,1,0.063896,0.063896,0.063896,18521.0,18521.0,0.004787,0.442627,0.0,0.378801,"{""longitudinal_crack"": 1}",0.8412,1.0,0.5814,0.8369,33,12.92243725,77.54020032,762.0,14.23,14.67,3.95
frame_000030.jpg,1,0.053425,0.053425,0.053425,21600.0,21600.0,0.004787,0.44165,0.0,0.374089,"{""longitudinal_crack"": 1}",0.8292,1.0,0.6079,0.8362,33,12.92243843,77.54020063,761.98,14.72,14.67,4.09
frame_000031.jpg,1,0.041425,0.041425,0.041425,22663.0,22663.0,0.004787,0.294922,0.0,0.368689,"{""longitudinal_crack"": 1}",0.8706,1.0,0.6216,0.8596,33,12.92243974,77.54020088,761.96,14.8,14.53,4.24
frame_000032.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.4771,1.0,0.6457,0.6677,33,12.92244106,77.54020113,761.94,14.84,14.38,4.39
frame_000033.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.4736,1.0,0.6459,0.666,33,12.92244238,77.54020137,761.92,14.89,14.23,4.53
frame_000034.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7316,1.0,0.6438,0.7945,33,12.9224437,77.54020161,761.9,14.94,14.08,4.68
