frame,blur_score,brightness_score,motion_score,reliability
frame_000000.jpg,0.4764,1.0,1.0,0.7382
frame_000001.jpg,0.5303,1.0,1.0,0.7652
frame_000002.jpg,0.725,1.0,1.0,0.8625
frame_000003.jpg,0.6698,1.0,1.0,0.8349
frame_000004.jpg,0.6192,1.0,1.0,0.8096
frame_000005.jpg,0.7667,1.0,1.0,0.8833
frame_000006.jpg,0.9675,1.0,1.0,0.9838
frame_000007.jpg,0.7799,1.0,1.0,0.89
frame_000008.jpg,0.6681,1.0,1.0,0.8341
frame_000009.jpg,0.3776,1.0,1.0,0.6888
frame_000010.jpg,0.3222,1.0,1.0,0.6611
frame_000011.jpg,0.3894,1.0,1.0,0.6947
frame_000012.jpg,0.4622,1.0,1.0,0.7311
frame_000013.jpg,0.3877,1.0,1.0,0.6938
frame_000014.jpg,0.3813,1.0,1.0,0.6906
frame_000015.jpg,0.375,1.0,1.0,0.6875
frame_000016.jpg,0.3567,1.0,1.0,0.6784
frame_000017.jpg,0.3716,1.0,1.0,0.6858
frame_000018.jpg,0.3564,1.0,1.0,0.6782
frame_000019.jpg,0.3167,1.0,1.0,0.6583
frame_000020.jpg,0.3163,1.0,1.0,0.6581
frame_000021.jpg,0.3141,1.0,1.0,0.6571
frame_000022.jpg,0.2849,1.0,1.0,0.6425
frame_000023.jpg,0.299,1.0,1.0,0.6495
frame_000024.jpg,0.2821,1.0,1.0,0.641
frame_000025.jpg,0.2734,1.0,1.0,0.6367
frame_000026.jpg,0.3133,1.0,1.0,0.6567
frame_000027.jpg,0.3012,1.0,1.0,0.6506
frame_000028.jpg,0.3359,1.0,1.0,0.668
frame_000029.jpg,0.306,1.0,1.0,0.653
frame_000030.jpg,0.2885,1.0,1.0,0.6443
frame_000031.jpg,0.2719,1.0,1.0,0.6359
frame_000032.jpg,0.3188,1.0,1.0,0.6594
frame_000033.jpg,0.4691,1.0,1.0,0.7345
frame_000034.jpg,0.3681,1.0,1.0,0.6841
frame_000035.jpg,0.3235,1.0,1.0,0.6618
frame_000036.jpg,0.2899,1.0,1.0,0.645
frame_000037.jpg,0.2815,1.0,1.0,0.6407
frame_000038.jpg,0.3147,1.0,1.0,0.6573
frame_000039.jpg,0.2961,1.0,1.0,0.6481
frame_000040.jpg,0.3131,1.0,1.0,0.6565
frame_000041.jpg,0.3852,1.0,1.0,0.6926
frame_000042.jpg,0.7404,1.0,1.0,0.8702
frame_000043.jpg,0.8349,1.0,1.0,0.9175
