seg_a,seg_b,dist_m
0,1,19.84
0,2,34.93
0,3,49.99
0,4,64.92
0,5,79.81
0,6,94.77
1,2,15.09
1,3,30.15
1,4,45.08
1,5,59.97
1,6,74.95
1,7,90.27
2,3,15.06
2,4,29.99
2,5,44.88
2,6,59.86
2,7,75.19
2,8,89.93
3,4,14.94
3,5,29.84
3,6,44.84
3,7,60.19
3,8,74.95
3,9,89.78
4,5,14.91
4,6,29.94
4,7,45.31
4,8,60.07
4,9,74.92
4,10,89.82
5,6,15.04
5,7,30.41
5,8,45.17
5,9,60.05
5,10,74.96
5,11,90.02
6,7,15.37
6,8,30.14
6,9,45.02
6,10,59.93
6,11,74.99
6,12,90.19
7,8,14.76
7,9,29.65
7,10,44.56
7,11,59.63
7,12,74.82
7,13,90.02
8,9,14.91
8,10,29.82
8,11,44.88
8,12,60.08
8,13,75.28
8,14,91.29
9,10,14.91
9,11,29.98
9,12,45.17
9,13,60.37
9,14,76.38
9,15,89.86
10,11,15.07
10,12,30.26
10,13,45.46
10,14,61.47
10,15,74.95
10,16,89.35
11,12,15.2
11,13,30.4
11,14,46.42
11,15,59.89
11,16,74.29
11,17,89.45
12,13,15.21
12,14,31.22
12,15,44.69
12,16,59.09
12,17,74.27
12,18,88.71
13,14,16.01
13,15,29.48
13,16,43.89
13,17,59.06
13,18,73.51
13,19,88.64
14,15,13.48
14,16,27.88
14,17,43.06
14,18,57.52
14,19,72.69
14,20,87.97
15,16,14.4
15,17,29.66
15,18,44.16
15,19,59.38
15,20,74.69
15,21,89.9
16,17,15.36
16,18,29.87
16,19,45.14
16,20,60.47
16,21,75.68
16,22,89.71
17,18,14.52
17,19,29.79
17,20,45.11
17,21,60.33
17,22,74.35
17,23,90.01
18,19,15.29
18,20,30.61
18,21,45.82
18,22,59.84
18,23,75.5
18,24,90.23
19,20,15.32
19,21,30.54
19,22,44.56
19,23,60.22
19,24,74.94
19,25,90.14
20,21,15.21
20,22,29.24
20,23,44.9
20,24,59.62
20,25,74.83
20,26,89.56
21,22,14.04
21,23,29.68
21,24,44.41
21,25,59.63
21,26,74.4
21,27,89.45
22,23,15.67
22,24,30.43
22,25,45.7
22,26,60.51
22,27,75.58
22,28,89.98
23,24,14.77
23,25,30.07
23,26,44.92
23,27,59.99
23,28,74.43
23,29,89.74
24,25,15.32
24,26,30.19
24,27,45.26
24,28,59.72
24,29,75.06
24,30,89.76
25,26,14.87
25,27,29.94
25,28,44.41
25,29,59.76
25,30,74.46
25,31,90.32
26,27,15.08
26,28,29.54
26,29,44.9
26,30,59.59
26,31,75.45
26,32,89.27
27,28,14.51
27,29,29.9
27,30,44.58
27,31,60.44
27,32,74.27
27,33,90.11
28,29,15.4
28,30,30.08
28,31,45.94
28,32,59.76
28,33,75.6
28,34,88.99
29,30,14.7
29,31,30.56
29,32,44.38
29,33,60.22
29,34,73.61
29,35,89.71
30,31,15.86
30,32,29.69
30,33,45.53
30,34,58.92
30,35,75.03
30,36,89.89
31,32,13.84
31,33,29.67
31,34,43.06
31,35,59.17
31,36,74.03
31,37,88.98
32,33,15.85
32,34,29.23
32,35,45.34
32,36,60.19
32,37,75.14
32,38,89.8
33,34,13.39
33,35,29.52
33,36,44.37
33,37,59.31
33,38,73.97
33,39,89.1
34,35,16.13
34,36,30.97
34,37,45.92
34,38,60.57
34,39,75.71
34,40,90.66
35,36,14.86
35,37,29.82
35,38,44.47
35,39,59.6
35,40,74.57
35,41,89.91
36,37,14.97
36,38,29.61
36,39,44.74
36,40,59.72
36,41,75.05
36,42,89.26
36,43,98.69
37,38,14.66
37,39,29.8
37,40,44.75
37,41,60.09
37,42,74.3
37,43,83.73
38,39,15.14
38,40,30.11
38,41,45.45
38,42,59.65
38,43,69.08
39,40,15.06
39,41,30.37
39,42,44.55
39,43,53.97
40,41,15.34
40,42,29.55
40,43,38.98
41,42,14.23
41,43,23.66
42,43,9.43
