segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
3,frame_000567.jpg,frame_000784.jpg,218,0.065413,0.411281,0.148329,0.731045,0.44,0.123384,12.93752958,77.56044189,pothole,low,0,0.107481,monitor,1
2,frame_000447.jpg,frame_000566.jpg,120,0.044433,0.267947,0.109884,0.856889,0.47,0.080384,12.93751956,77.56031948,pothole,low,0,0.071295,monitor,2
5,frame_000907.jpg,frame_001015.jpg,109,0.034416,0.210857,0.10115,0.673696,0.21,0.063257,12.93754792,77.56073129,pothole,low,0,0.05572,monitor,3
1,frame_000318.jpg,frame_000446.jpg,129,0.025811,0.245688,0.053033,0.785304,0.16,0.073706,12.93751275,77.5601832,pothole,low,0,0.054921,monitor,4
0,frame_000000.jpg,frame_000317.jpg,318,0.027859,0.226132,0.088204,0.856038,0.22,0.06784,12.93746557,77.56002635,pothole,low,0,0.053421,monitor,5
7,frame_001157.jpg,frame_001266.jpg,110,0.0164,0.234829,0.032702,0.879072,0.15,0.070449,12.9375561,77.5610057,pothole,low,0,0.046704,monitor,6
9,frame_001363.jpg,frame_001439.jpg,77,0.008065,0.147599,0.023051,0.806609,0.09,0.04428,12.93758095,77.56128857,pothole,low,0,0.027785,monitor,7
4,frame_000785.jpg,frame_000906.jpg,122,0.004671,0.123902,0.004608,0.615263,0.02,0.037171,12.93753452,77.56059134,pothole,low,0,0.021855,monitor,8
8,frame_001267.jpg,frame_001362.jpg,96,0.001503,0.041031,0.005206,0.801723,0.02,0.012309,12.93756605,77.56114152,pothole,low,0,0.007207,monitor,9
6,frame_001016.jpg,frame_001156.jpg,141,0.0,0.0,0.0,0.725978,0.0,0.0,12.9375544,77.56086959,none,low,0,0.0,monitor,10
10,frame_001440.jpg,frame_001462.jpg,23,0.0,0.0,0.0,0.81593,0.0,0.0,12.93758223,77.56136636,none,low,0,0.0,monitor,10
