segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
20,frame_002521.jpg,frame_002600.jpg,80,0.01584,0.27893,0.013053,0.76346,0.04,0.083679,12.91708472,77.52677188,alligator_crack,low,0,0.052928,monitor,25
25,frame_002920.jpg,frame_003010.jpg,91,0.02412,0.235734,0.055803,0.702334,0.09,0.07072,12.91770297,77.52705875,pothole,low,0,0.052244,monitor,26
6,frame_000864.jpg,frame_000981.jpg,118,0.011936,0.2751,0.011244,0.788687,0.03,0.08253,12.91529945,77.52625863,alligator_crack,low,0,0.04962,monitor,27
7,frame_000982.jpg,frame_001130.jpg,149,0.020303,0.235822,0.043624,0.759452,0.15,0.070747,12.9154297,77.52625145,pothole,low,0,0.049585,monitor,28
5,frame_000784.jpg,frame_000863.jpg,80,0.025873,0.171588,0.113026,0.834236,0.21,0.051476,12.91516202,77.52624312,pothole,low,0,0.043849,monitor,29
39,frame_004298.jpg,frame_004405.jpg,108,0.020817,0.163877,0.114141,0.983156,0.23,0.049163,12.91952163,77.52734885,pothole,low,0,0.039153,monitor,30
30,frame_003353.jpg,frame_003439.jpg,87,0.009768,0.190403,0.010606,0.86578,0.03,0.057121,12.91833122,77.52728982,longitudinal_crack,low,0,0.035398,monitor,31
18,frame_002307.jpg,frame_002420.jpg,114,0.009574,0.180472,0.008952,0.752969,0.03,0.054141,12.91683297,77.52666114,pothole,low,0,0.033773,monitor,32
22,frame_002677.jpg,frame_002761.jpg,85,0.004544,0.171425,0.002738,0.812953,0.01,0.051427,12.91733266,77.52688975,alligator_crack,low,0,0.028895,monitor,33
14,frame_001825.jpg,frame_001976.jpg,152,0.009395,0.147271,0.021201,0.742361,0.07,0.044181,12.91634391,77.5264734,pothole,low,0,0.028667,monitor,34
37,frame_004074.jpg,frame_004164.jpg,91,0.008533,0.09975,0.030205,0.873932,0.1,0.029925,12.9192592,77.52739034,pothole,low,0,0.020936,monitor,35
34,frame_003751.jpg,frame_003861.jpg,111,0.006133,0.081803,0.021402,0.824028,0.06,0.024541,12.91885754,77.5273926,pothole,low,0,0.016564,monitor,36
16,frame_002100.jpg,frame_002209.jpg,110,0.003743,0.066902,0.01009,0.880965,0.03,0.020071,12.91658288,77.52657033,pothole,low,0,0.012655,monitor,37
4,frame_000706.jpg,frame_000783.jpg,78,0.001603,0.033754,0.006387,0.917753,0.03,0.010126,12.91502288,77.52623019,pothole,low,0,0.006185,monitor,38
19,frame_002421.jpg,frame_002520.jpg,100,0.0,0.0,0.0,0.879265,0.0,0.0,12.91695994,77.52671376,none,low,0,0.0,monitor,39
3,frame_000597.jpg,frame_000705.jpg,109,0.0,0.0,0.0,0.963178,0.0,0.0,12.91488776,77.52622165,none,low,0,0.0,monitor,39
29,frame_003271.jpg,frame_003352.jpg,82,0.0,0.0,0.0,0.89345,0.0,0.0,12.9182014,77.52726127,none,low,0,0.0,monitor,39
17,frame_002210.jpg,frame_002306.jpg,97,0.0,0.0,0.0,0.984441,0.0,0.0,12.91671969,77.52662245,none,low,0,0.0,monitor,39
