segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
6,frame_000770.jpg,frame_000884.jpg,115,0.35626,0.844396,0.388529,0.889095,1.19,0.253319,12.93110629,77.5426233,alligator_crack,medium,1,0.526041,schedule,1
7,frame_000885.jpg,frame_001028.jpg,144,0.399168,0.621628,0.394329,0.843734,1.28,0.186488,12.93120052,77.54252831,alligator_crack,medium,1,0.522662,schedule,2
5,frame_000675.jpg,frame_000769.jpg,95,0.374531,0.618676,0.392737,0.924751,1.51,0.185603,12.93101928,77.54272806,pothole,medium,1,0.504973,schedule,3
4,frame_000592.jpg,frame_000674.jpg,83,0.315532,0.709932,0.320955,0.860407,0.93,0.21298,12.93093061,77.5428319,alligator_crack,medium,1,0.477362,schedule,4
9,frame_001152.jpg,frame_001276.jpg,125,0.271303,0.823737,0.275351,0.865194,1.09,0.247121,12.93139326,77.54233204,alligator_crack,medium,1,0.463473,schedule,5
2,frame_000438.jpg,frame_000519.jpg,82,0.188356,0.735516,0.200393,0.846694,0.59,0.220655,12.93074824,77.54304311,alligator_crack,low,1,0.392177,schedule,6
3,frame_000520.jpg,frame_000591.jpg,72,0.466322,0.272249,0.493455,0.878363,1.61,0.081675,12.93083939,77.54293738,alligator_crack,medium,0,0.367263,schedule,7
0,frame_000000.jpg,frame_000334.jpg,335,0.130234,0.68609,0.158148,0.785989,0.64,0.205827,12.93053287,77.54327261,pothole,low,1,0.344077,schedule,8
1,frame_000335.jpg,frame_000437.jpg,103,0.076984,0.52506,0.149254,0.757222,0.38,0.157518,12.93065841,77.54314595,pothole,low,1,0.282648,monitor,9
8,frame_001029.jpg,frame_001151.jpg,123,0.053555,0.499128,0.0422,0.866463,0.11,0.149739,12.93129848,77.542436,alligator_crack,low,0,0.112358,monitor,10
13,frame_001666.jpg,frame_001685.jpg,20,0.039864,0.36207,0.028572,0.814115,0.1,0.108621,12.93168371,77.54193834,alligator_crack,low,0,0.082215,monitor,11
11,frame_001410.jpg,frame_001538.jpg,129,0.028518,0.333086,0.027963,0.833268,0.1,0.099926,12.93155395,77.54211438,transverse_crack,low,0,0.069926,monitor,12
12,frame_001539.jpg,frame_001665.jpg,127,0.011853,0.215986,0.010844,0.764393,0.04,0.064796,12.93163581,77.54200495,transverse_crack,low,0,0.040695,monitor,13
10,frame_001277.jpg,frame_001409.jpg,133,0.006386,0.186334,0.005121,0.876828,0.02,0.0559,12.93147042,77.54222333,alligator_crack,low,0,0.03242,monitor,14
