seg_a,seg_b,dist_m
0,1,15.29
0,2,29.92
0,3,38.14
0,4,47.23
0,5,57.82
0,6,70.04
0,7,83.76
0,8,97.2
1,2,14.8
1,3,24.84
1,4,36.78
1,5,49.73
1,6,63.6
1,7,78.37
1,8,92.57
2,3,13.05
2,4,27.8
2,5,42.49
2,6,57.37
2,7,72.66
2,8,87.24
3,4,15.14
3,5,30.1
3,6,45.12
3,7,60.46
3,8,75.07
3,9,90.09
4,5,15.0
4,6,30.04
4,7,45.36
4,8,59.97
4,9,74.99
4,10,90.01
5,6,15.04
5,7,30.37
5,8,44.98
5,9,60.0
5,10,75.02
5,11,90.04
6,7,15.33
6,8,29.94
6,9,44.96
6,10,59.98
6,11,75.01
6,12,89.33
7,8,14.61
7,9,29.63
7,10,44.65
7,11,59.68
7,12,74.0
7,13,89.09
8,9,15.02
8,10,30.04
8,11,45.07
8,12,59.39
8,13,74.48
8,14,88.95
9,10,15.02
9,11,30.05
9,12,44.37
9,13,59.46
9,14,73.93
9,15,89.26
10,11,15.03
10,12,29.35
10,13,44.45
10,14,58.91
10,15,74.24
10,16,89.31
11,12,14.32
11,13,29.44
11,14,43.9
11,15,59.23
11,16,74.3
11,17,88.85
11,18,94.91
11,19,99.33
12,13,15.14
12,14,29.59
12,15,44.92
12,16,59.99
12,17,74.53
12,18,80.75
12,19,85.69
12,20,93.02
13,14,14.47
13,15,29.8
13,16,44.86
13,17,59.49
13,18,66.19
13,19,72.15
13,20,80.7
13,21,90.66
14,15,15.33
14,16,30.4
14,17,45.07
14,18,52.29
14,19,59.47
14,20,69.4
14,21,80.65
14,22,93.54
15,16,15.07
15,17,29.86
15,18,38.08
15,19,47.25
15,20,59.04
15,21,71.83
15,22,85.73
15,23,99.69
16,17,15.13
16,18,25.38
16,19,37.47
16,20,51.29
16,21,65.48
16,22,80.13
16,23,94.85
17,18,12.99
17,19,27.78
17,20,42.85
17,21,57.82
17,22,72.73
17,23,87.85
18,19,15.16
18,20,30.32
18,21,45.36
18,22,60.25
18,23,75.41
18,24,90.06
19,20,15.16
19,21,30.2
19,22,45.09
19,23,60.25
19,24,74.9
19,25,89.98
20,21,15.04
20,22,29.93
20,23,45.09
20,24,59.74
20,25,74.81
20,26,90.09
21,22,14.92
21,23,30.05
21,24,44.7
21,25,59.78
21,26,75.05
21,27,90.11
22,23,15.17
22,24,29.83
22,25,44.9
22,26,60.18
22,27,75.23
22,28,88.86
23,24,14.66
23,25,29.73
23,26,45.01
23,27,60.06
23,28,73.7
23,29,89.89
24,25,15.08
24,26,30.35
24,27,45.41
24,28,59.05
24,29,75.25
24,30,90.44
25,26,15.28
25,27,30.33
25,28,43.98
25,29,60.17
25,30,75.36
25,31,90.09
26,27,15.08
26,28,28.73
26,29,44.92
26,30,60.11
26,31,74.82
26,32,87.45
26,33,91.93
26,34,97.64
27,28,13.65
27,29,29.85
27,30,45.03
27,31,59.75
27,32,72.47
27,33,77.39
27,34,83.95
27,35,92.51
27,36,99.33
28,29,16.2
28,30,31.39
28,31,46.13
28,32,58.98
28,33,64.5
28,34,72.13
28,35,81.81
28,36,89.29
29,30,15.2
29,31,29.96
29,32,42.99
29,33,49.52
29,34,58.82
29,35,70.07
29,36,78.41
30,31,14.77
30,32,28.07
30,33,36.1
30,34,47.56
30,35,60.48
30,36,69.61
31,32,13.77
31,33,24.42
31,34,38.44
31,35,52.87
31,36,62.59
32,33,13.55
32,34,29.12
32,35,44.17
32,36,54.05
33,34,15.61
33,35,30.67
33,36,40.54
34,35,15.06
34,36,24.93
35,36,9.88
