frame,num_detections,total_bbox_area_ratio,mean_bbox_area_ratio,max_bbox_area_ratio,total_crack_length_px,mean_crack_length_px,damage_density,mean_confidence,mean_uncertainty,severity_score,class_counts,blur_score,brightness_score,motion_score,reliability
frame_000000.jpg,1,0.021661,0.021661,0.021661,307.0,307.0,0.004787,0.29834,0.0,0.158482,"{""pothole"": 1}",0.8374,1.0,0.5666,0.832
frame_000001.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7667,1.0,0.5691,0.7972
frame_000002.jpg,1,0.021727,0.021727,0.021727,307.2,307.2,0.004787,0.259033,0.0,0.158608,"{""pothole"": 1}",0.997,1.0,0.5727,0.9131
frame_000003.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9893,1.0,0.5745,0.9096
frame_000004.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8752,1.0,0.5766,0.8529
frame_000005.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8109,1.0,0.5882,0.8231
frame_000006.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7289,1.0,0.6233,0.7891
frame_000007.jpg,1,0.003774,0.003774,0.003774,130.63,130.63,0.004787,0.300781,0.0,0.065015,"{""pothole"": 1}",0.7155,1.0,0.6516,0.7881
frame_000008.jpg,1,0.003037,0.003037,0.003037,121.8,121.8,0.004787,0.275879,0.0,0.060406,"{""pothole"": 1}",0.7988,1.0,0.6267,0.8247
frame_000009.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8721,1.0,0.624,0.8608
frame_000010.jpg,1,0.004669,0.004669,0.004669,148.52,148.52,0.004787,0.290283,0.0,0.07408,"{""pothole"": 1}",0.9755,1.0,0.6087,0.9095
frame_000011.jpg,1,0.004909,0.004909,0.004909,151.27,151.27,0.004787,0.252441,0.0,0.075519,"{""pothole"": 1}",1.0,1.0,0.6125,0.9225
frame_000012.jpg,1,0.005587,0.005587,0.005587,160.91,160.91,0.004787,0.350342,0.0,0.080494,"{""pothole"": 1}",0.9815,1.0,0.6194,0.9146
frame_000013.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9971,1.0,0.6221,0.923
frame_000014.jpg,1,0.005997,0.005997,0.005997,168.24,168.24,0.004787,0.455078,0.0,0.084229,"{""pothole"": 1}",1.0,1.0,0.6058,0.9212
frame_000015.jpg,1,0.006896,0.006896,0.006896,176.4,176.4,0.004787,0.304932,0.0,0.088585,"{""pothole"": 1}",0.9836,1.0,0.619,0.9156
frame_000016.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.8787,1.0,0.6226,0.8639
frame_000017.jpg,1,0.00904,0.00904,0.00904,200.3,200.3,0.004787,0.371094,0.0,0.101126,"{""pothole"": 1}",0.7378,1.0,0.6401,0.7969
frame_000018.jpg,1,0.009911,0.009911,0.009911,206.31,206.31,0.004787,0.38501,0.0,0.104426,"{""pothole"": 1}",0.8497,1.0,0.6535,0.8555
frame_000019.jpg,2,0.017273,0.008637,0.011943,394.15,197.07,0.009574,0.450927,0.110107,0.198761,"{""pothole"": 2}",0.9989,1.0,0.6563,0.9307
frame_000020.jpg,2,0.018787,0.009393,0.013358,409.91,204.95,0.009574,0.525146,0.137451,0.207077,"{""pothole"": 2}",0.9322,1.0,0.6634,0.8988
frame_000021.jpg,2,0.021681,0.010841,0.016046,438.05,219.02,0.009574,0.449463,0.160889,0.222009,"{""pothole"": 2}",1.0,1.0,0.6484,0.9297
frame_000022.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.6378,0.9276
frame_000023.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.6266,0.9253
frame_000024.jpg,1,0.006846,0.006846,0.006846,189.62,189.62,0.004787,0.376709,0.0,0.094966,"{""pothole"": 1}",0.9264,1.0,0.6336,0.8899
frame_000025.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.975,1.0,0.6538,0.9182
frame_000026.jpg,1,0.010624,0.010624,0.010624,231.71,231.71,0.004787,0.357666,0.0,0.11705,"{""pothole"": 1}",0.8733,1.0,0.6691,0.8705
frame_000027.jpg,1,0.012395,0.012395,0.012395,241.48,241.48,0.004787,0.296631,0.0,0.122579,"{""pothole"": 1}",1.0,1.0,0.6448,0.929
frame_000028.jpg,1,0.010077,0.010077,0.010077,234.88,234.88,0.004787,0.288574,0.0,0.118341,"{""pothole"": 1}",1.0,1.0,0.6329,0.9266
frame_000029.jpg,1,0.01327,0.01327,0.01327,256.43,256.43,0.004787,0.319092,0.0,0.130212,"{""pothole"": 1}",0.9422,1.0,0.6663,0.9044
frame_000030.jpg,1,0.014125,0.014125,0.014125,267.94,267.94,0.004787,0.287842,0.0,0.136175,"{""pothole"": 1}",0.9144,1.0,0.6836,0.8939
frame_000031.jpg,1,0.019028,0.019028,0.019028,298.28,298.28,0.004787,0.330322,0.0,0.153075,"{""pothole"": 1}",0.8206,1.0,0.7277,0.8558
frame_000032.jpg,1,0.019638,0.019638,0.019638,303.06,303.06,0.004787,0.46582,0.0,0.155663,"{""pothole"": 1}",0.7604,1.0,0.7557,0.8313
frame_000033.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7359,1.0,0.7484,0.8177
frame_000034.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7311,1.0,0.7322,0.812
frame_000035.jpg,1,0.012718,0.012718,0.012718,268.66,268.66,0.004787,0.270508,0.0,0.13589,"{""pothole"": 1}",0.7555,1.0,0.7441,0.8266
frame_000036.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7958,1.0,0.7436,0.8466
frame_000037.jpg,1,0.003566,0.003566,0.003566,131.61,131.61,0.004787,0.2854,0.0,0.065394,"{""pothole"": 1}",0.8233,1.0,0.7441,0.8605
frame_000038.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7998,1.0,0.7672,0.8533
frame_000039.jpg,1,0.004685,0.004685,0.004685,150.95,150.95,0.004787,0.319092,0.0,0.075265,"{""pothole"": 1}",0.5889,1.0,0.7967,0.7538
frame_000040.jpg,2,0.023037,0.011519,0.018231,458.76,229.38,0.009574,0.310791,0.01001,0.232649,"{""pothole"": 2}",0.5847,1.0,0.7754,0.7474
frame_000041.jpg,3,0.346018,0.115339,0.319582,3012.98,1004.33,0.014361,0.38265,0.11309,0.505852,"{""pothole"": 2, ""alligator_crack"": 1}",0.6644,1.0,0.7689,0.786
frame_000042.jpg,2,0.026358,0.013179,0.02105,494.22,247.11,0.009574,0.393555,0.059814,0.25132,"{""pothole"": 2}",0.713,1.0,0.7637,0.8092
frame_000043.jpg,1,0.00455,0.00455,0.00455,158.4,158.4,0.004787,0.385742,0.0,0.078814,"{""pothole"": 1}",0.867,1.0,0.7385,0.8812
frame_000044.jpg,2,0.032733,0.016366,0.026655,546.53,273.27,0.009574,0.453491,0.079712,0.279522,"{""pothole"": 2}",0.8703,1.0,0.7355,0.8822
frame_000045.jpg,2,0.03727,0.018635,0.032009,568.22,284.11,0.009574,0.43689,0.061157,0.292068,"{""pothole"": 2}",0.8117,1.0,0.7613,0.8581
frame_000046.jpg,3,0.048143,0.016048,0.03895,735.0,245.0,0.014361,0.363037,0.046876,0.371808,"{""pothole"": 3}",0.7485,1.0,0.832,0.8407
frame_000047.jpg,2,0.0098,0.0049,0.006673,305.03,152.51,0.009574,0.333984,0.080078,0.152236,"{""pothole"": 2}",0.7319,1.0,0.8648,0.8389
frame_000048.jpg,2,0.017187,0.008594,0.010542,416.36,208.18,0.009574,0.37732,0.12561,0.209481,"{""pothole"": 2}",0.9028,1.0,0.8639,0.9242
frame_000049.jpg,3,0.019411,0.00647,0.0081,528.64,176.21,0.014361,0.387858,0.10463,0.26491,"{""pothole"": 3}",0.8808,1.0,0.8931,0.919
frame_000050.jpg,2,0.01098,0.00549,0.007286,323.32,161.66,0.009574,0.418823,0.012329,0.161625,"{""pothole"": 2}",0.8282,1.0,0.9067,0.8954
frame_000051.jpg,2,0.012667,0.006333,0.008022,336.35,168.18,0.009574,0.422852,0.105469,0.168698,"{""pothole"": 2}",0.718,1.0,0.9246,0.844
frame_000052.jpg,2,0.012303,0.006151,0.006603,330.27,165.13,0.009574,0.416626,0.070679,0.165587,"{""pothole"": 2}",0.7226,1.0,0.943,0.8499
frame_000053.jpg,3,0.022793,0.007598,0.011557,556.55,185.52,0.014361,0.350667,0.067605,0.279948,"{""pothole"": 3}",0.7463,1.0,0.926,0.8583
frame_000054.jpg,1,0.005894,0.005894,0.005894,160.0,160.0,0.004787,0.30249,0.0,0.080191,"{""pothole"": 1}",0.8189,1.0,0.8811,0.8857
frame_000055.jpg,2,0.01168,0.00584,0.006823,313.96,156.98,0.009574,0.352784,0.054443,0.15741,"{""pothole"": 2}",0.815,1.0,0.8568,0.8789
frame_000056.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.7371,1.0,0.8354,0.8356
frame_000057.jpg,1,0.031149,0.031149,0.031149,404.28,404.28,0.004787,0.282227,0.0,0.209867,"{""pothole"": 1}",0.7422,1.0,0.8077,0.8326
frame_000058.jpg,2,0.070867,0.035434,0.058254,841.83,420.92,0.009574,0.320068,0.010986,0.381986,"{""pothole"": 2}",0.7832,1.0,0.7933,0.8502
frame_000059.jpg,2,0.032778,0.016389,0.018819,538.54,269.27,0.009574,0.379394,0.051758,0.275674,"{""pothole"": 2}",0.7915,1.0,0.7811,0.852
frame_000060.jpg,2,0.044795,0.022398,0.02778,631.06,315.53,0.009574,0.357788,0.076294,0.325889,"{""pothole"": 2}",0.724,1.0,0.7808,0.8182
frame_000061.jpg,2,0.042246,0.021123,0.023427,611.5,305.75,0.009574,0.429321,0.072632,0.31527,"{""pothole"": 2}",0.6863,1.0,0.7739,0.7979
