segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
17,frame_001270.jpg,frame_001330.jpg,61,0.269481,0.580021,0.322858,0.700331,1.49,0.174006,12.93836268,77.55581162,pothole,medium,1,0.42564,schedule,1
8,frame_000612.jpg,frame_000696.jpg,85,0.200206,0.627642,0.301953,0.704634,1.96,0.188292,12.93846677,77.55457392,pothole,medium,1,0.38429,schedule,2
5,frame_000404.jpg,frame_000471.jpg,68,0.162577,0.586549,0.223201,0.735271,1.19,0.175965,12.93849569,77.55415724,pothole,low,1,0.351786,schedule,3
10,frame_000787.jpg,frame_000870.jpg,84,0.146545,0.569153,0.219349,0.655487,1.17,0.170746,12.93844188,77.55484478,pothole,low,1,0.337954,schedule,4
27,frame_001918.jpg,frame_002016.jpg,99,0.133853,0.583293,0.170184,0.675594,0.67,0.174988,12.93804133,77.55714743,pothole,low,1,0.331191,schedule,5
16,frame_001211.jpg,frame_001269.jpg,59,0.136316,0.548617,0.274653,0.665007,0.86,0.164585,12.93837826,77.55567476,pothole,low,1,0.327714,schedule,6
14,frame_001087.jpg,frame_001151.jpg,65,0.106044,0.658035,0.103486,0.630568,0.25,0.197411,12.93840262,77.55539709,alligator_crack,low,1,0.322936,schedule,7
1,frame_000093.jpg,frame_000173.jpg,81,0.109663,0.580931,0.162805,0.691198,0.62,0.174279,12.93853176,77.55360507,pothole,low,1,0.313904,schedule,8
15,frame_001152.jpg,frame_001210.jpg,59,0.099453,0.596071,0.085247,0.727629,0.25,0.178821,12.93838975,77.55553663,longitudinal_crack,low,1,0.309028,schedule,9
4,frame_000332.jpg,frame_000403.jpg,72,0.098861,0.514336,0.126684,0.700271,0.46,0.154301,12.9385056,77.55401992,pothole,low,1,0.296353,monitor,10
11,frame_000871.jpg,frame_000939.jpg,69,0.192993,0.499305,0.360646,0.679009,1.68,0.149791,12.93843451,77.55498518,pothole,low,0,0.209991,monitor,11
7,frame_000538.jpg,frame_000611.jpg,74,0.179173,0.460105,0.390965,0.726727,1.16,0.138031,12.93847618,77.55443543,pothole,low,0,0.194437,monitor,12
2,frame_000174.jpg,frame_000261.jpg,88,0.108946,0.420034,0.254296,0.709178,0.84,0.12601,12.9385229,77.55374385,pothole,low,0,0.139267,monitor,13
24,frame_001724.jpg,frame_001779.jpg,56,0.100519,0.442485,0.197706,0.664039,0.59,0.132745,12.93818603,77.55675969,pothole,low,0,0.136736,monitor,14
0,frame_000000.jpg,frame_000092.jpg,93,0.106362,0.407049,0.188652,0.703708,0.88,0.122115,12.93854747,77.55346763,pothole,low,0,0.135511,monitor,15
9,frame_000697.jpg,frame_000786.jpg,90,0.088141,0.479232,0.134303,0.675746,0.44,0.14377,12.93845291,77.55470818,pothole,low,0,0.133583,monitor,16
6,frame_000472.jpg,frame_000537.jpg,66,0.086193,0.436503,0.145069,0.771841,0.56,0.130951,12.93848575,77.55429602,pothole,low,0,0.125811,monitor,17
25,frame_001780.jpg,frame_001840.jpg,61,0.083643,0.420449,0.143359,0.703757,0.54,0.126135,12.93814239,77.55688899,pothole,low,0,0.121617,monitor,18
28,frame_002017.jpg,frame_002080.jpg,64,0.056949,0.420684,0.080222,0.719013,0.23,0.126205,12.93804016,77.55724423,pothole,low,0,0.102967,monitor,19
26,frame_001841.jpg,frame_001917.jpg,77,0.050527,0.40267,0.067889,0.664168,0.32,0.120801,12.93808828,77.55702044,pothole,low,0,0.095769,monitor,20
19,frame_001402.jpg,frame_001491.jpg,90,0.065182,0.328833,0.232046,0.679914,0.66,0.09865,12.93833675,77.55607856,pothole,low,0,0.094952,monitor,21
18,frame_001331.jpg,frame_001401.jpg,71,0.043748,0.423839,0.082263,0.667786,0.31,0.127152,12.93834232,77.55595427,pothole,low,0,0.094199,monitor,22
20,frame_001492.jpg,frame_001552.jpg,61,0.046464,0.397358,0.045025,0.652675,0.15,0.119207,12.93831214,77.55622003,longitudinal_crack,low,0,0.092129,monitor,23
13,frame_001016.jpg,frame_001086.jpg,71,0.022318,0.326116,0.015694,0.645382,0.06,0.097835,12.938412,77.5552584,alligator_crack,low,0,0.06454,monitor,24
3,frame_000262.jpg,frame_000331.jpg,70,0.03108,0.215346,0.074677,0.773233,0.24,0.064604,12.93851507,77.55387999,pothole,low,0,0.054058,monitor,25
12,frame_000940.jpg,frame_001015.jpg,76,0.013561,0.243095,0.009436,0.676666,0.04,0.072928,12.93842151,77.55512278,longitudinal_crack,low,0,0.045957,monitor,26
23,frame_001668.jpg,frame_001723.jpg,56,0.012322,0.186008,0.017215,0.681743,0.05,0.055803,12.93822552,77.5566263,longitudinal_crack,low,0,0.036527,monitor,27
21,frame_001553.jpg,frame_001608.jpg,56,0.016171,0.103511,0.070651,0.672929,0.21,0.031053,12.93829015,77.55635775,pothole,low,0,0.026846,monitor,28
22,frame_001609.jpg,frame_001667.jpg,59,0.0,0.0,0.0,0.659537,0.0,0.0,12.93826072,77.55649239,none,low,0,0.0,monitor,29
