segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
115,frame_008820.jpg,frame_008913.jpg,94,0.305722,0.608228,0.486016,0.98089,0.79,0.182468,12.93832398,77.53356762,alligator_crack,medium,1,0.45524,schedule,1
15,frame_001335.jpg,frame_001399.jpg,65,0.22088,0.669281,0.252158,1.0,0.68,0.200784,12.92999357,77.52845208,alligator_crack,medium,1,0.405008,schedule,2
131,frame_009967.jpg,frame_010047.jpg,81,0.141302,0.569612,0.155718,0.987605,0.43,0.170884,12.93648306,77.53461458,longitudinal_crack,low,1,0.334353,schedule,3
78,frame_005937.jpg,frame_006007.jpg,71,0.099188,0.567012,0.084288,0.933392,0.24,0.170104,12.93386158,77.53276425,alligator_crack,low,1,0.304483,schedule,4
48,frame_003766.jpg,frame_003842.jpg,77,0.098418,0.547359,0.127063,0.801855,0.27,0.164208,12.93386413,77.52894937,longitudinal_crack,low,1,0.300996,schedule,5
114,frame_008683.jpg,frame_008819.jpg,137,0.09341,0.549381,0.128852,0.990299,0.32,0.164814,12.93831483,77.53343721,alligator_crack,low,1,0.297794,monitor,6
89,frame_006778.jpg,frame_006853.jpg,76,0.094664,0.497342,0.157475,0.978407,0.37,0.149203,12.93534352,77.53280006,alligator_crack,low,0,0.140866,monitor,7
128,frame_009762.jpg,frame_009825.jpg,64,0.078242,0.49955,0.093692,0.991884,0.22,0.149865,12.93677225,77.5343316,transverse_crack,low,0,0.129702,monitor,8
82,frame_006230.jpg,frame_006295.jpg,66,0.07039,0.364663,0.200974,0.979868,0.65,0.109399,12.93440381,77.532789,pothole,low,0,0.103972,monitor,9
64,frame_004856.jpg,frame_004944.jpg,89,0.07544,0.33791,0.198446,0.988045,0.65,0.101373,12.93361727,77.53113943,pothole,low,0,0.103494,monitor,10
88,frame_006697.jpg,frame_006777.jpg,81,0.046851,0.41239,0.044614,0.974268,0.12,0.123717,12.93520876,77.53279234,longitudinal_crack,low,0,0.094654,monitor,11
60,frame_004586.jpg,frame_004646.jpg,61,0.050977,0.343932,0.074061,0.788336,0.26,0.10318,12.93363892,77.53058657,pothole,low,0,0.087274,monitor,12
14,frame_001267.jpg,frame_001334.jpg,68,0.037996,0.380207,0.031509,1.0,0.18,0.114062,12.92985542,77.52846569,alligator_crack,low,0,0.083628,monitor,13
20,frame_001731.jpg,frame_001807.jpg,77,0.037371,0.365854,0.034097,1.0,0.1,0.109756,12.93066068,77.52838271,transverse_crack,low,0,0.081038,monitor,14
86,frame_006523.jpg,frame_006611.jpg,89,0.039497,0.35147,0.046364,0.988817,0.15,0.105441,12.93494179,77.5327867,longitudinal_crack,low,0,0.080368,monitor,15
59,frame_004521.jpg,frame_004585.jpg,65,0.040005,0.345234,0.051684,0.823588,0.2,0.10357,12.93365915,77.53045011,pothole,low,0,0.079789,monitor,16
81,frame_006163.jpg,frame_006229.jpg,67,0.034708,0.362225,0.040629,0.981882,0.09,0.108668,12.93426561,77.53279018,alligator_crack,low,0,0.078629,monitor,17
24,frame_002031.jpg,frame_002092.jpg,62,0.034499,0.35082,0.053665,0.998579,0.1,0.105246,12.93119904,77.52835689,longitudinal_crack,low,0,0.076772,monitor,18
45,frame_003549.jpg,frame_003627.jpg,79,0.047059,0.291507,0.103194,0.876633,0.3,0.087452,12.93387717,77.5285313,pothole,low,0,0.076667,monitor,19
91,frame_006930.jpg,frame_007012.jpg,83,0.029727,0.337901,0.030298,0.946818,0.08,0.10137,12.93561422,77.53280088,alligator_crack,low,0,0.071494,monitor,20
1,frame_000315.jpg,frame_000398.jpg,84,0.030177,0.33292,0.030579,0.997895,0.08,0.099876,12.92951018,77.52690475,transverse_crack,low,0,0.071062,monitor,21
122,frame_009362.jpg,frame_009425.jpg,64,0.040258,0.278329,0.099283,0.996577,0.25,0.083499,12.93754346,77.53408025,pothole,low,0,0.06993,monitor,22
95,frame_007221.jpg,frame_007289.jpg,69,0.039966,0.272372,0.137713,1.0,0.29,0.081712,12.93610959,77.53260472,pothole,low,0,0.068832,monitor,23
21,frame_001808.jpg,frame_001884.jpg,77,0.027645,0.316983,0.029647,0.99997,0.08,0.095095,12.93079672,77.52837124,longitudinal_crack,low,0,0.066899,monitor,24
