segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
2,frame_000380.jpg,frame_000471.jpg,92,0.159419,0.754297,0.135662,0.624588,0.46,0.226289,12.90760604,77.52822992,alligator_crack,low,1,0.374738,schedule,1
5,frame_000695.jpg,frame_000766.jpg,72,0.17595,0.662984,0.301931,0.998043,1.22,0.198895,12.90774576,77.52785886,pothole,low,1,0.372613,schedule,2
37,frame_003747.jpg,frame_003910.jpg,164,0.168306,0.594782,0.286709,0.914457,0.91,0.178435,12.9114928,77.52771944,pothole,low,1,0.357031,schedule,3
28,frame_002780.jpg,frame_002857.jpg,78,0.150412,0.556996,0.191616,0.954842,1.06,0.167099,12.91032807,77.52736664,pothole,low,1,0.338838,schedule,4
14,frame_001504.jpg,frame_001575.jpg,72,0.129269,0.582213,0.145339,0.975222,0.49,0.174664,12.90847606,77.52704146,longitudinal_crack,low,1,0.32782,schedule,5
34,frame_003324.jpg,frame_003416.jpg,93,0.109226,0.482297,0.164048,0.972524,0.45,0.144689,12.91110485,77.52758889,pothole,low,0,0.148803,monitor,6
4,frame_000585.jpg,frame_000694.jpg,110,0.088474,0.468039,0.207818,0.98078,0.65,0.140412,12.90767869,77.52797331,pothole,low,0,0.132138,monitor,7
10,frame_001143.jpg,frame_001240.jpg,98,0.086722,0.469566,0.133599,0.991899,0.46,0.14087,12.90804898,77.52723598,pothole,low,0,0.13114,monitor,8
17,frame_001724.jpg,frame_001795.jpg,72,0.097503,0.41699,0.235346,0.9817,0.81,0.125097,12.90887449,77.52711607,pothole,low,0,0.130801,monitor,9
15,frame_001576.jpg,frame_001650.jpg,75,0.071459,0.484261,0.072968,0.918377,0.24,0.145278,12.90860809,77.52706569,longitudinal_crack,low,0,0.12266,monitor,10
18,frame_001796.jpg,frame_001876.jpg,81,0.075788,0.459546,0.119272,0.99257,0.53,0.137864,12.90900798,77.52713824,pothole,low,0,0.121983,monitor,11
35,frame_003417.jpg,frame_003550.jpg,134,0.068191,0.407615,0.114811,0.869066,0.49,0.122284,12.91124491,77.52763666,pothole,low,0,0.108876,monitor,12
42,frame_004375.jpg,frame_004466.jpg,92,0.0402,0.434201,0.04269,0.847462,0.18,0.13026,12.91214209,77.52790478,pothole,low,0,0.09327,monitor,13
36,frame_003551.jpg,frame_003746.jpg,196,0.054231,0.343116,0.110272,0.867244,0.38,0.102935,12.91136129,77.527673,pothole,low,0,0.089429,monitor,14
21,frame_002051.jpg,frame_002155.jpg,105,0.046599,0.359482,0.088659,0.990686,0.3,0.107845,12.90940413,77.52719948,pothole,low,0,0.086542,monitor,15
25,frame_002509.jpg,frame_002595.jpg,87,0.042393,0.230529,0.174916,0.909836,0.45,0.069159,12.9099411,77.52727718,pothole,low,0,0.064254,monitor,16
27,frame_002704.jpg,frame_002779.jpg,76,0.038091,0.239491,0.106555,0.951801,0.32,0.071847,12.9101962,77.52733989,pothole,low,0,0.062587,monitor,17
3,frame_000472.jpg,frame_000584.jpg,113,0.026145,0.290224,0.037399,0.851467,0.12,0.087067,12.90762399,77.52809683,pothole,low,0,0.061835,monitor,18
22,frame_002156.jpg,frame_002255.jpg,100,0.030873,0.265156,0.074957,0.980943,0.27,0.079547,12.90953967,77.52721529,pothole,low,0,0.061385,monitor,19
38,frame_003911.jpg,frame_004078.jpg,168,0.028144,0.236288,0.070886,0.984608,0.17,0.070887,12.91161136,77.52776142,pothole,low,0,0.055144,monitor,20
24,frame_002414.jpg,frame_002508.jpg,95,0.031048,0.211157,0.103825,0.91554,0.36,0.063347,12.90979589,77.52726529,pothole,low,0,0.053407,monitor,21
1,frame_000296.jpg,frame_000379.jpg,84,0.026896,0.204122,0.061261,0.986875,0.23,0.061237,12.90764666,77.5283632,pothole,low,0,0.049445,monitor,22
26,frame_002596.jpg,frame_002703.jpg,108,0.025842,0.195737,0.072044,0.943373,0.23,0.058721,12.91006363,77.52730917,pothole,low,0,0.04745,monitor,23
41,frame_004279.jpg,frame_004374.jpg,96,0.022383,0.210537,0.060413,0.990181,0.18,0.063161,12.91200878,77.527863,pothole,low,0,0.047249,monitor,24
39,frame_004079.jpg,frame_004188.jpg,110,0.015835,0.203955,0.023948,0.981506,0.1,0.061187,12.91174071,77.52779744,pothole,low,0,0.041678,monitor,25
19,frame_001877.jpg,frame_001958.jpg,82,0.022969,0.165209,0.075861,0.868727,0.2,0.049563,12.90913857,77.52716566,pothole,low,0,0.04086,monitor,26
23,frame_002256.jpg,frame_002413.jpg,158,0.013111,0.191157,0.034832,0.916735,0.08,0.057347,12.90967527,77.52723464,pothole,low,0,0.037851,monitor,27
29,frame_002858.jpg,frame_002938.jpg,81,0.013942,0.152247,0.039201,0.967011,0.12,0.045674,12.91045862,77.52740091,pothole,low,0,0.032596,monitor,28
12,frame_001319.jpg,frame_001414.jpg,96,0.007385,0.169589,0.00729,0.958736,0.02,0.050877,12.90821773,77.5270308,longitudinal_crack,low,0,0.030608,monitor,29
7,frame_000855.jpg,frame_000970.jpg,116,0.006646,0.161194,0.006154,0.963788,0.02,0.048358,12.90788544,77.52761843,transverse_crack,low,0,0.028831,monitor,30
6,frame_000767.jpg,frame_000854.jpg,88,0.003919,0.079537,0.008819,0.978514,0.03,0.023861,12.90782335,77.52773798,pothole,low,0,0.014674,monitor,31
13,frame_001415.jpg,frame_001503.jpg,89,0.005572,0.068679,0.024717,0.966807,0.07,0.020604,12.90833959,77.52701678,pothole,low,0,0.014202,monitor,32
11,frame_001241.jpg,frame_001318.jpg,78,0.003425,0.06953,0.007623,0.963224,0.03,0.020859,12.90810938,77.52711913,pothole,low,0,0.012827,monitor,33
40,frame_004189.jpg,frame_004278.jpg,90,0.002238,0.048564,0.007887,0.947017,0.02,0.014569,12.91188079,77.52782759,pothole,low,0,0.008851,monitor,34
33,frame_003221.jpg,frame_003323.jpg,103,0.002421,0.046022,0.012115,0.972791,0.03,0.013807,12.91098145,77.52754853,pothole,low,0,0.008598,monitor,35
43,frame_004467.jpg,frame_004522.jpg,56,0.002791,0.040469,0.011962,0.837159,0.04,0.012141,12.912243,77.52793605,pothole,low,0,0.008024,monitor,36
8,frame_000971.jpg,frame_001065.jpg,95,0.0,0.0,0.0,0.966963,0.0,0.0,12.90794491,77.5274993,none,low,0,0.0,monitor,37
0,frame_000000.jpg,frame_000295.jpg,296,0.0,0.0,0.0,0.914087,0.0,0.0,12.90773197,77.52851574,none,low,0,0.0,monitor,37
9,frame_001066.jpg,frame_001142.jpg,77,0.0,0.0,0.0,0.890004,0.0,0.0,12.90800117,77.52736844,none,low,0,0.0,monitor,37
20,frame_001959.jpg,frame_002050.jpg,92,0.0,0.0,0.0,0.805611,0.0,0.0,12.90927211,77.52718964,none,low,0,0.0,monitor,37
31,frame_003059.jpg,frame_003143.jpg,85,0.0,0.0,0.0,0.982465,0.0,0.0,12.91071642,77.52746983,none,low,0,0.0,monitor,37
30,frame_002939.jpg,frame_003058.jpg,120,0.0,0.0,0.0,0.946042,0.0,0.0,12.9105898,77.52743912,none,low,0,0.0,monitor,37
16,frame_001651.jpg,frame_001723.jpg,73,0.0,0.0,0.0,0.937121,0.0,0.0,12.90874071,77.52709352,none,low,0,0.0,monitor,37
32,frame_003144.jpg,frame_003220.jpg,77,0.0,0.0,0.0,0.994245,0.0,0.0,12.91085108,77.52750647,none,low,0,0.0,monitor,37
