frame,num_detections,total_bbox_area_ratio,mean_bbox_area_ratio,max_bbox_area_ratio,total_crack_length_px,mean_crack_length_px,damage_density,mean_confidence,mean_uncertainty,severity_score,class_counts,blur_score,brightness_score,motion_score,reliability,video,lat,lon,ele,speed_kmh,heading,gps_distance_m
frame_000000.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9208,0.9842,11,12.90773726,77.52853416,784.43,0.0,356.12,0.0
frame_000001.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.923,0.9846,11,12.9077374,77.52853415,784.41,0.06,356.12,0.02
frame_000002.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9342,0.9868,11,12.90773755,77.52853414,784.39,0.12,356.12,0.03
frame_000003.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9577,0.9915,11,12.90773769,77.52853413,784.37,0.17,356.12,0.05
frame_000004.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9488,0.9898,11,12.90773783,77.52853412,784.35,0.23,356.12,0.06
frame_000005.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9179,0.9836,11,12.90773798,77.52853411,784.32,0.29,356.12,0.08
frame_000006.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9005,0.9801,11,12.90773812,77.5285341,784.3,0.35,356.12,0.1
frame_000007.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9193,0.9839,11,12.90773826,77.52853409,784.28,0.4,356.12,0.11
frame_000008.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9386,0.9877,11,12.90773841,77.52853408,784.26,0.46,356.12,0.13
frame_000009.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9436,0.9887,11,12.90773855,77.52853407,784.24,0.52,356.12,0.14
frame_000010.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.9394,0.9879,11,12.90773869,77.52853406,784.22,0.58,356.12,0.16
frame_000011.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9486,1.0,0.9427,0.9628,11,12.90773884,77.52853405,784.19,0.63,356.12,0.18
