frame,num_detections,total_bbox_area_ratio,mean_bbox_area_ratio,max_bbox_area_ratio,total_crack_length_px,mean_crack_length_px,damage_density,mean_confidence,mean_uncertainty,severity_score,class_counts,blur_score,brightness_score,motion_score,reliability,video,lat,lon,ele,speed_kmh,heading,gps_distance_m
frame_000000.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015418,740.68,0.0,90.0,0.0
frame_000001.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015425,740.66,0.03,90.0,0.01
frame_000002.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015432,740.65,0.06,90.0,0.02
frame_000003.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.5301544,740.64,0.08,90.0,0.02
frame_000004.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015447,740.62,0.11,90.0,0.03
frame_000005.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015454,740.61,0.14,90.0,0.04
frame_000006.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015461,740.6,0.17,90.0,0.05
frame_000007.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015468,740.58,0.2,90.0,0.05
frame_000008.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015475,740.57,0.22,90.0,0.06
frame_000009.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015483,740.56,0.25,90.0,0.07
frame_000010.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.5301549,740.54,0.28,90.0,0.08
frame_000011.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015497,740.53,0.31,90.0,0.09
frame_000012.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015504,740.52,0.34,90.0,0.09
frame_000013.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015511,740.5,0.36,90.0,0.1
frame_000014.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015519,740.49,0.39,90.0,0.11
frame_000015.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015526,740.48,0.42,90.0,0.12
frame_000016.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015533,740.46,0.45,90.0,0.12
frame_000017.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.5301554,740.45,0.48,90.0,0.13
frame_000018.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015547,740.44,0.5,90.0,0.14
frame_000019.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015554,740.42,0.53,90.0,0.15
frame_000020.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015562,740.41,0.56,90.0,0.16
frame_000021.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015569,740.4,0.59,90.0,0.16
frame_000022.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015576,740.38,0.62,90.0,0.17
frame_000023.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015583,740.37,0.64,90.0,0.18
frame_000024.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.5301559,740.36,0.67,90.0,0.19
frame_000025.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015597,740.35,0.7,90.0,0.19
frame_000026.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015605,740.33,0.73,90.0,0.2
frame_000027.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015612,740.32,0.76,90.0,0.21
frame_000028.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015619,740.31,0.78,90.0,0.22
frame_000029.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015626,740.29,0.81,90.0,0.23
frame_000030.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367583,77.53015633,740.28,0.84,90.0,0.23
frame_000031.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,0.98,0.996,30,12.94367582,77.53015636,740.29,0.83,91.23,0.24
frame_000032.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.9482,1.0,1.0,0.9741,30,12.9436758,77.53015638,740.3,0.81,92.58,0.24
frame_000033.jpg,1,0.483819,0.483819,0.483819,509725.0,509725.0,0.004787,0.284912,0.0,0.567766,"{""alligator_crack"": 1}",1.0,1.0,1.0,1.0,30,12.94367578,77.5301564,740.31,0.79,93.92,0.24
frame_000034.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367577,77.53015642,740.32,0.77,95.26,0.25
frame_000035.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367575,77.53015644,740.33,0.75,96.61,0.25
frame_000036.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},1.0,1.0,1.0,1.0,30,12.94367573,77.53015646,740.34,0.74,97.95,0.25
