segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
13,frame_001378.jpg,frame_001442.jpg,65,0.276133,0.89611,0.291087,0.559497,0.58,0.268833,12.94495276,77.52889388,alligator_crack,medium,1,0.47771,schedule,1
10,frame_001112.jpg,frame_001210.jpg,99,0.263674,0.904866,0.219061,0.7485,0.97,0.27146,12.94476259,77.52925119,pothole,medium,1,0.470302,schedule,2
7,frame_000807.jpg,frame_000915.jpg,109,0.187768,0.772862,0.217906,0.611898,0.64,0.231859,12.94449971,77.52956174,alligator_crack,low,1,0.397367,schedule,3
6,frame_000719.jpg,frame_000806.jpg,88,0.163827,0.697897,0.170647,0.679143,0.52,0.209369,12.94439434,77.5296538,alligator_crack,low,1,0.369363,schedule,4
5,frame_000628.jpg,frame_000718.jpg,91,0.13761,0.755186,0.10366,0.76616,0.64,0.226556,12.94428987,77.52974075,pothole,low,1,0.359605,schedule,5
15,frame_001502.jpg,frame_001541.jpg,40,0.106033,0.652074,0.074742,0.603903,0.2,0.195622,12.94504011,77.52865379,alligator_crack,low,1,0.322034,schedule,6
0,frame_000000.jpg,frame_000275.jpg,276,0.071559,0.581374,0.053445,0.890642,0.17,0.174412,12.94370149,77.53014507,alligator_crack,low,1,0.287297,monitor,7
8,frame_000916.jpg,frame_001018.jpg,103,0.096432,0.465809,0.168661,0.635993,0.57,0.139743,12.94459251,77.52946999,pothole,low,0,0.137374,monitor,8
12,frame_001304.jpg,frame_001377.jpg,74,0.062766,0.488915,0.055004,0.712859,0.16,0.146674,12.94490304,77.52902168,alligator_crack,low,0,0.117273,monitor,9
1,frame_000276.jpg,frame_000371.jpg,96,0.055914,0.484849,0.056482,0.819578,0.15,0.145455,12.94385157,77.53006428,longitudinal_crack,low,0,0.111867,monitor,10
2,frame_000372.jpg,frame_000458.jpg,87,0.045322,0.490772,0.031203,0.805182,0.09,0.147232,12.94396719,77.52999168,alligator_crack,low,0,0.105341,monitor,11
9,frame_001019.jpg,frame_001111.jpg,93,0.036545,0.402345,0.045187,0.767209,0.17,0.120704,12.94468064,77.52936588,pothole,low,0,0.085933,monitor,12
4,frame_000545.jpg,frame_000627.jpg,83,0.010463,0.215428,0.007438,0.931446,0.02,0.064628,12.94418253,77.52982597,longitudinal_crack,low,0,0.039638,monitor,13
3,frame_000459.jpg,frame_000544.jpg,86,0.004614,0.18326,0.003097,0.891877,0.01,0.054978,12.94407653,77.52991078,alligator_crack,low,0,0.030719,monitor,14
14,frame_001443.jpg,frame_001501.jpg,59,0.005978,0.168308,0.00447,0.624685,0.02,0.050492,12.9450021,77.52876451,pothole,low,0,0.029431,monitor,15
11,frame_001211.jpg,frame_001303.jpg,93,0.0,0.0,0.0,0.698134,0.0,0.0,12.94483419,77.52914124,none,low,0,0.0,monitor,16
