segment_id,first_frame,last_frame,num_frames,weighted_severity,weighted_uncertainty,weighted_confidence,mean_reliability,mean_detections,severity_std,centroid_lat,centroid_lon,dominant_class,severity_label,reinspection_flag,priority_score,maintenance_action,priority_rank
4,frame_000746.jpg,frame_000868.jpg,123,0.361352,0.540707,0.422715,0.545511,1.89,0.162212,12.92197928,77.5376923,pothole,medium,1,0.484052,schedule,1
3,frame_000628.jpg,frame_000745.jpg,118,0.353815,0.507949,0.401458,0.555321,1.97,0.152385,12.92199675,77.53755541,pothole,medium,1,0.473863,schedule,2
14,frame_002034.jpg,frame_002189.jpg,156,0.366434,0.339827,0.49294,0.754421,3.83,0.101948,12.92090885,77.53795281,pothole,medium,1,0.457478,schedule,3
12,frame_001766.jpg,frame_001896.jpg,131,0.379148,0.222916,0.469201,0.599951,4.05,0.066875,12.92116846,77.53800844,pothole,medium,1,0.448841,schedule,4
13,frame_001897.jpg,frame_002033.jpg,137,0.337387,0.396968,0.479458,0.635217,3.26,0.11909,12.92103748,77.53797892,pothole,medium,1,0.445716,schedule,5
6,frame_000991.jpg,frame_001123.jpg,133,0.331305,0.390605,0.402831,0.550503,3.05,0.117181,12.92191499,77.53795945,pothole,medium,1,0.440504,schedule,6
7,frame_001124.jpg,frame_001261.jpg,138,0.270595,0.56757,0.339515,0.569497,1.93,0.170271,12.92182756,77.53806076,pothole,medium,1,0.424552,schedule,7
9,frame_001398.jpg,frame_001524.jpg,127,0.188085,0.592289,0.322927,0.535583,0.92,0.177687,12.92157051,77.5380864,pothole,low,1,0.370503,schedule,8
15,frame_002190.jpg,frame_002334.jpg,145,0.150782,0.555526,0.220568,0.709203,0.88,0.166658,12.9207776,77.53792679,pothole,low,1,0.338876,schedule,9
8,frame_001262.jpg,frame_001397.jpg,136,0.137502,0.514271,0.205321,0.575284,0.74,0.154281,12.92170238,77.53810019,pothole,low,1,0.323392,schedule,10
5,frame_000869.jpg,frame_000990.jpg,122,0.36585,0.426801,0.431609,0.558925,2.37,0.12804,12.92195511,77.5378302,pothole,medium,0,0.320115,schedule,11
1,frame_000305.jpg,frame_000453.jpg,149,0.060845,0.521754,0.053342,0.635904,0.13,0.156526,12.92203173,77.53727662,alligator_crack,low,1,0.270855,monitor,12
11,frame_001647.jpg,frame_001765.jpg,119,0.266043,0.443006,0.40792,0.575438,2.18,0.132902,12.92130606,77.53803528,pothole,medium,0,0.252681,monitor,13
10,frame_001525.jpg,frame_001646.jpg,122,0.213941,0.461009,0.470613,0.546203,1.62,0.138303,12.92143472,77.5380632,pothole,medium,0,0.21891,monitor,14
0,frame_000000.jpg,frame_000304.jpg,305,0.069289,0.447549,0.107391,0.660048,0.41,0.134265,12.92204794,77.53711853,pothole,low,0,0.115635,monitor,15
16,frame_002335.jpg,frame_002478.jpg,144,0.063817,0.396732,0.100126,0.585715,0.28,0.119019,12.92063957,77.53789867,pothole,low,0,0.104182,monitor,16
2,frame_000454.jpg,frame_000627.jpg,174,0.075636,0.333872,0.200955,0.55471,0.75,0.100162,12.92201532,77.53742183,pothole,low,0,0.103026,monitor,17
17,frame_002479.jpg,frame_002540.jpg,62,0.0,0.0,0.0,0.655261,0.0,0.0,12.92055377,77.53788104,none,low,0,0.0,monitor,18
